team,Avg_AST,Avg_BLK,Avg_STL,Avg_TOV,Avg_TOV_team,Avg_F_tech,Avg_F_personal,Avg_largest_lead,Avg_FGP_2,Avg_FGP_3,Avg_FT_Percentage,Avg_Total_Rebounds,Total_Wins,Total_Matches,Region,Ranking_Score,Predicted_Ranking_Score,Rank
stanford_cardinal,15.129032258064516,5.967741935483871,8.612903225806452,13.0,0.5806451612903226,0.0,15.96774193548387,21.483870967741936,50.06045080074015,35.84435437874329,67.37657140070415,41.516129032258064,28,31,West,24.5,24.433098,1
baylor_bears,17.606060606060606,3.939393939393939,6.696969696969697,12.606060606060606,0.2424242424242424,0.3333333333333333,14.696969696969695,22.818181818181817,51.34852186750365,34.590853171131776,74.23492266539941,39.333333333333336,27,33,West,21.441176470588236,21.433472,2
byu_cougars,20.62962962962963,4.7407407407407405,9.851851851851851,12.48148148148148,0.5555555555555556,0.074074074074074,15.814814814814817,26.33333333333333,54.37780272668669,32.92661241283258,75.54964179807138,40.25925925925926,24,27,West,20.57142857142857,21.051462,3
texas_longhorns,12.71875,3.59375,10.03125,14.375,0.5,0.03125,18.53125,21.125,45.39864439035202,34.45851964354202,70.52739527980674,37.25,26,32,West,20.484848484848484,20.482002,4
gonzaga_bulldogs,14.75,4.0,7.84375,14.84375,0.78125,0.125,15.5,20.5,47.45487223588554,34.79580068436966,77.38535131452922,40.625,26,32,West,20.484848484848484,20.477213,5
unlv_lady_rebels,15.15625,2.03125,6.96875,14.125,0.28125,0.28125,13.96875,16.375,49.68672209299036,35.90295730584737,73.0887773394878,40.25,26,32,West,20.484848484848484,20.450869,6
south_dakota_coyotes,14.233333333333333,3.3666666666666667,9.0,10.466666666666669,0.1333333333333333,0.0666666666666666,15.2,22.633333333333333,49.5471449320938,33.02680941436831,75.44818063200415,34.13333333333333,25,30,West,20.161290322580644,20.152317,7
oklahoma_sooners,19.09375,3.0,9.75,18.8125,0.21875,0.0625,19.21875,15.40625,50.48912171550474,34.7761135212923,76.50804874862428,40.9375,24,32,West,17.454545454545453,17.45112,8
nebraska_cornhuskers,17.625,3.84375,7.375,14.125,0.375,0.125,16.5,21.5,50.42171224453955,36.56815428281999,72.19971204497077,42.09375,24,32,West,17.454545454545453,17.449903,9
south_dakota_state_jackrabbits,17.25,4.1875,6.875,12.6875,0.65625,0.0,13.78125,24.21875,51.983692363407016,38.670685988216505,75.78803779953309,36.90625,23,32,West,16.03030303030303,16.030394,10
california_baptist_lancers,19.23333333333333,4.366666666666666,9.566666666666666,14.766666666666667,0.3,0.1666666666666666,17.9,14.533333333333331,55.2678602654288,31.60000791363676,69.27556604694286,38.6,22,30,West,15.612903225806452,15.603712,11
colorado_buffaloes,14.033333333333331,3.6,10.766666666666667,14.333333333333334,0.6333333333333333,0.1,17.3,15.766666666666667,46.19208378500455,30.258050149407214,68.86770088356775,36.36666666666667,22,30,West,15.612903225806452,15.600615,12
san_diego_toreros,14.275862068965518,2.310344827586207,13.10344827586207,18.03448275862069,0.6896551724137931,0.0689655172413793,21.620689655172413,10.310344827586206,43.4958161891968,31.69305882516576,68.33692109047723,35.13793103448276,15,29,West,7.5,14.955899,13
grand_canyon_lopes,11.733333333333333,2.533333333333333,12.466666666666669,16.8,0.7,0.0666666666666666,20.4,13.366666666666667,41.91152566006769,30.77404846661235,70.52924420870478,35.6,21,30,West,14.225806451612902,14.22576,14
montana_state_bobcats,12.647058823529411,2.088235294117647,9.205882352941176,11.705882352941176,0.3529411764705882,0.0,17.323529411764707,12.764705882352942,42.84905815187317,31.326923110994716,78.36895929115262,37.38235294117647,22,34,West,13.82857142857143,13.825068,15
arizona_wildcats,14.384615384615383,4.0,10.5,12.961538461538462,0.8076923076923077,0.1153846153846153,17.115384615384617,17.923076923076923,47.97331894961318,34.380406744957824,70.97314450255627,32.76923076923077,19,26,West,13.37037037037037,13.372516,16
uc_irvine_anteaters,12.25,3.15625,9.40625,13.8125,0.53125,0.0,17.21875,13.8125,42.74517213443079,30.954416170969857,75.70828374239206,37.96875,21,32,West,13.363636363636363,13.368152,17
colorado_state_rams,14.3125,3.125,4.6875,9.5625,0.34375,0.03125,11.65625,14.0,45.795706697926526,34.58469991757026,78.52523859737138,37.78125,21,32,West,13.363636363636363,13.366493,18
creighton_bluejays,20.89655172413793,2.862068965517241,7.517241379310345,12.79310344827586,0.4482758620689655,0.0344827586206896,15.724137931034482,18.06896551724138,53.84523616520404,36.08030437551513,74.08757446216657,35.89655172413793,20,29,West,13.333333333333332,13.333748,19
hawaii_rainbow_wahine,12.06896551724138,2.896551724137931,7.551724137931035,15.413793103448276,0.7931034482758621,0.1034482758620689,16.79310344827586,11.310344827586206,45.67138493549967,33.339235802959045,69.01954237968586,35.86206896551724,20,29,West,13.333333333333332,13.323872,20
long_beach_state_beach,14.0,3.185185185185185,11.851851851851851,13.592592592592592,0.4814814814814814,0.0,15.77777777777778,12.88888888888889,46.63905343487751,26.44209256289792,69.47938621544874,30.814814814814813,19,27,West,12.892857142857144,12.895117,21
utah_utes,15.258064516129032,2.806451612903226,6.838709677419355,14.838709677419354,0.9032258064516128,0.3225806451612903,16.580645161290324,17.774193548387096,49.48639271417287,34.65925947687289,78.48529105850349,38.935483870967744,20,31,West,12.5,12.498248,22
idaho_state_bengals,15.8,2.7666666666666666,9.166666666666666,14.266666666666667,0.4666666666666667,0.0333333333333333,17.1,13.233333333333333,46.67804347782453,30.97331149579097,71.97877750044933,35.36666666666667,19,30,West,11.64516129032258,12.382436,23
texas_am_corpus_christi_islanders,14.827586206896552,3.2413793103448274,10.241379310344827,17.896551724137932,0.4137931034482758,0.0,17.448275862068964,15.10344827586207,44.56891505503147,23.588737101441275,70.81411250132425,40.13793103448276,19,29,West,12.033333333333333,12.038963,24
washington_state_cougars,13.344827586206897,4.172413793103448,7.896551724137931,13.89655172413793,0.4137931034482758,0.1724137931034483,15.551724137931034,11.448275862068966,42.50223197172232,33.26508353128712,69.55774211672578,35.06896551724138,19,29,West,12.033333333333333,12.032645,25
nevada_wolf_pack,12.551724137931034,1.793103448275862,8.96551724137931,12.758620689655173,0.4482758620689655,0.0,16.482758620689655,11.79310344827586,45.3338598418802,30.303282334300107,80.40406273164895,35.55172413793103,19,29,West,12.033333333333333,12.021303,26
portland_pilots,18.17241379310345,5.0344827586206895,11.344827586206897,16.482758620689655,0.7241379310344828,0.0689655172413793,18.93103448275862,16.586206896551722,52.38861317416554,26.74095327692136,70.963399448506,37.41379310344828,19,29,West,12.033333333333333,11.721695,27
montana_lady_griz,12.766666666666667,4.766666666666667,5.366666666666666,14.033333333333331,0.4,0.0666666666666666,13.933333333333334,14.466666666666669,46.98950054325046,31.404598170171173,73.51473778112626,41.2,19,30,West,11.64516129032258,11.6346035,28
kansas_state_wildcats,17.06451612903226,5.32258064516129,7.548387096774194,13.612903225806452,0.3225806451612903,0.0967741935483871,15.612903225806452,16.322580645161292,47.15533194100767,28.08963221325819,74.00019119372362,36.58064516129032,19,31,West,11.28125,11.283238,29
oregon_ducks,14.79310344827586,4.103448275862069,8.10344827586207,13.310344827586206,0.5172413793103449,0.0689655172413793,16.551724137931036,16.20689655172414,47.94563717921884,33.79993920678725,70.7322951878812,39.241379310344826,18,29,West,10.799999999999999,10.811065,30
new_mexico_lobos,16.233333333333334,4.3,8.166666666666666,13.6,0.3,0.1666666666666666,13.066666666666666,16.066666666666666,53.181998822229325,34.71825805387544,75.21365768734191,36.86666666666667,22,30,West,15.612903225806452,10.633739,31
southern_utah_thunderbirds,13.7,4.766666666666667,6.566666666666666,14.8,0.4666666666666667,0.1666666666666666,14.533333333333331,14.9,45.481103045386334,31.85720189611336,72.83844410524725,41.5,18,30,West,10.451612903225808,10.46032,32
air_force_falcons,12.806451612903226,2.064516129032258,11.161290322580646,13.161290322580646,1.1290322580645162,0.0967741935483871,17.774193548387096,11.483870967741936,41.59592370354701,28.51789136356156,75.48557187891814,34.225806451612904,18,31,West,10.125,10.136231,33
uc_davis_aggies,14.592592592592592,3.4074074074074074,5.62962962962963,16.185185185185187,0.4814814814814814,0.0,14.296296296296296,13.703703703703704,47.60002641240212,33.054725210059246,68.14532202717767,38.51851851851852,15,27,West,8.035714285714285,9.836175,34
san_francisco_dons,13.903225806451612,1.967741935483871,7.032258064516129,13.580645161290322,0.3870967741935484,0.1935483870967742,16.64516129032258,12.0,48.40727863019293,32.76672954760904,74.09455495671676,33.774193548387096,16,31,West,8.0,9.684464,35
ut_arlington_mavericks,15.555555555555555,3.555555555555556,7.925925925925926,14.11111111111111,0.4074074074074074,0.074074074074074,16.40740740740741,13.333333333333334,47.65854724841043,27.210636116294868,69.06067267055985,37.81481481481482,20,27,West,14.285714285714286,9.3523855,36
abilene_christian_wildcats,16.1,1.9333333333333331,7.666666666666667,14.333333333333334,0.6,0.2666666666666666,15.966666666666669,16.9,49.92204941858362,35.31745190473933,76.36284819091303,34.03333333333333,17,30,West,9.32258064516129,9.327924,37
north_texas_mean_green,11.88888888888889,3.0,6.444444444444445,14.444444444444445,0.2962962962962963,0.074074074074074,15.925925925925926,14.0,46.2062908991723,30.590761011027183,65.5486980073843,38.48148148148148,16,27,West,9.142857142857142,9.149831,38
northern_arizona_lumberjacks,15.161290322580646,2.903225806451613,8.0,15.064516129032258,0.2258064516129032,0.1935483870967742,18.032258064516128,11.096774193548388,47.03338260068612,37.682645043902994,72.02314176046788,36.87096774193548,17,31,West,9.03125,9.0378,39
santa_clara_broncos,14.6,2.5,6.9,15.133333333333333,0.6,0.0666666666666666,17.366666666666667,12.7,46.5202097095017,34.38644008502388,79.11041222316564,36.63333333333333,16,30,West,8.258064516129032,8.907921,40
tarleton_state_texans,12.75,4.428571428571429,8.392857142857142,16.785714285714285,0.9642857142857144,0.25,15.0,14.857142857142858,44.6011820681975,30.904462002565715,68.47056085319983,36.60714285714285,16,28,West,8.827586206896552,8.832993,41
wyoming_cowgirls,13.25925925925926,2.2962962962962963,5.296296296296297,12.962962962962964,0.8888888888888888,0.037037037037037,11.444444444444445,11.962962962962964,44.05080401270676,30.33757742513446,75.3631456294855,40.03703703703704,15,27,West,8.035714285714285,8.037463,42
utah_valley_wolverines,15.129032258064516,2.5806451612903225,5.774193548387097,15.161290322580646,0.6451612903225806,0.0967741935483871,15.32258064516129,13.225806451612904,48.469101142803886,30.334466916285557,79.57668176558619,38.516129032258064,16,31,West,8.0,8.028004,43
texas_state_bobcats,16.571428571428573,2.321428571428572,8.142857142857142,16.964285714285715,0.5357142857142857,0.1428571428571428,16.892857142857142,14.25,47.77847438253444,31.72352989111878,71.6597095344563,37.392857142857146,15,28,West,7.758620689655173,7.760569,44
uc_santa_barbara_gauchos,13.153846153846152,2.5384615384615383,6.923076923076923,15.923076923076923,0.6923076923076923,0.0,14.807692307692308,13.73076923076923,45.63999052324054,28.46002761528068,72.69679201098884,37.07692307692308,14,26,West,7.259259259259259,7.7023053,45
uc_riverside_highlanders,9.44,2.0,8.12,13.8,0.56,0.04,16.12,12.12,40.76010726997986,29.724252352593982,74.13213644901059,36.24,14,25,West,7.538461538461538,7.5382376,46
ucla_bruins,13.76,2.88,6.12,13.2,0.64,0.2,17.0,13.52,43.644770940690194,33.70360405598596,74.7897471712117,36.88,13,25,West,6.5,6.49858,47
texas_am_international_dustdevils,11.0,1.0,12.0,20.0,1.0,0.0,10.0,15.0,45.45454545454545,35.294117647058826,62.5,39.0,1,1,West,0.5,0.57938415,48
